Sentence #,Word,POS,Tag
2130,nhé,O,O
2131,em,O,O
2131,ơi,O,O
2131,tăng,O,B-cm
2131,giúp,O,O
2131,chị,O,O
2131,cái,O,O
2131,đèn,O,B-dv
2131,trụ,O,I-dv
2131,cổng,O,E-dv
2131,ở,O,O
2131,sân,O,B-loc
2131,số,O,I-loc
2131,7,O,E-loc
2131,với,O,O
2132,cậu,O,O
2132,ơi,O,O
2132,tắt,O,B-cm
2132,giúp,O,O
2132,tớ,O,O
2132,cái,O,O
2132,đèn,O,B-dv
2132,ngủ,O,E-dv
2132,"với,",O,O
2132,tớ,O,O
2132,buồn,O,O
2132,ngủ,O,O
2132,quá,O,O
2132,mấy,O,O
2132,ngày,O,O
2132,rồi,O,O
2132,không,O,O
2132,ngủ,O,O
2132,được,O,O
2132,gì,O,O
2132,cả,O,O
2133,kiểm,O,B-cm
2133,tra,O,E-cm
2133,cái,O,O
2133,đèn,O,B-dv
2133,học,O,E-dv
2135,giảm,O,B-cm
2135,bóng,O,B-dv
2135,thả,O,E-dv
2135,39%,O,B-cv
2136,em,O,O
2136,bật,O,B-cm
2136,cho,O,O
2136,anh,O,O
2136,cái,O,O
2136,máy,O,B-dv
2136,hút,O,I-dv
2136,mùi,O,E-dv
2137,tăng,O,B-cm
2137,đèn,O,B-dv
2137,bàn,O,E-dv
2137,20%,O,B-cv
2138,cái,O,O
2138,máy,O,B-dv
2138,pha,O,I-dv
2138,cafe,O,E-dv
2138,"ý,",O,O
2138,kiểm,O,B-cm
2138,tra,O,E-cm
2138,hộ,O,O
2138,tôi,O,O
2138,với,O,O
2139,bật,O,B-cm
2139,cho,O,O
2139,anh,O,O
2139,cái,O,O
2139,đèn,O,B-dv
2139,cổng,O,E-dv
2139,vào,O,O
2139,lúc,O,O
2139,22,O,B-ta
2139,giờ,O,I-ta
2139,33,O,I-ta
2139,phút,O,E-ta
2139,nhé,O,O
2140,hãy,O,O
2140,mở,O,B-cm
2140,cho,O,O
2140,tôi,O,O
2140,màn,O,B-dv
2140,cửa,O,I-dv
2140,số,O,I-dv
2140,18,O,E-dv
2140,trong,O,O
2140,phòng,O,B-loc
2141,bạn,O,O
2141,ơi,O,O
2141,giảm,O,B-cm
2141,cái,O,O
2141,bóng,O,B-dv
2141,âm,O,I-dv
2141,trần,O,E-dv
2141,giúp,O,O
2141,mình,O,O
2141,với,O,O
2142,em,O,O
2142,ê,O,O
2142,kiểm,O,B-cm
2142,tra,O,E-cm
2142,cho,O,O
2142,anh,O,O
2142,cái,O,O
2142,đèn,O,B-dv
2142,tròn,O,E-dv
2143,giảm,O,B-cm
2143,cho,O,O
2143,chị,O,O
2143,cái,O,O
2143,đèn,O,B-dv
2143,cây,O,E-dv
2143,lúc,O,O
2143,13,O,B-ta
2143,giờ,O,I-ta
2143,24,O,I-ta
2143,phút,O,E-ta
2143,với,O,O
2144,bật,O,B-cm
2144,giúp,O,O
2144,mình,O,O
2144,cái,O,O
2144,laptop,O,B-dv
2144,ở,O,O
2144,gác,O,B-loc
2144,xép,O,E-loc
2145,tắt,O,B-cm
2145,máy,O,B-dv
2145,chơi,O,I-dv
2145,game,O,E-dv
2145,ở,O,O
2145,phòng,O,B-loc
2145,sinh,O,I-loc
2145,hoạt,O,I-loc
2145,chung,O,E-loc
2145,đi,O,O
2146,em,O,O
2146,ơi,O,O
2146,giảm,O,B-cm
2146,giúp,O,O
2146,anh,O,O
2146,cái,O,O
2146,bóng,O,B-dv
2146,hắt,O,E-dv
2146,trong,O,O
2146,phòng,O,B-loc
2146,xem,O,I-loc
2146,phim,O,E-loc
2146,nhé,O,O
2147,chào,O,O
2147,bạn,O,O
2147,bạn,O,O
2147,bật,O,B-cm
2147,hộ,O,O
2147,tôi,O,O
2147,cái,O,O
2147,tủ,O,B-dv
2147,lạnh,O,E-dv
2147,dưới,O,O
2147,tầng,O,B-loc
2147,hầm,O,E-loc
2147,nhớ,O,O
2148,em,O,O
2148,ơi,O,O
2148,bật,O,B-cm
2148,cho,O,O
2148,anh,O,O
2148,cái,O,O
2148,đèn,O,B-dv
2148,cổng,O,E-dv
2148,ở,O,O
2148,hè,O,B-loc
2149,em,O,O
2149,ơi,O,O
2149,tắt,O,B-cm
2149,giúp,O,O
2149,chị,O,O
2149,cái,O,O
2149,máy,O,B-dv
2149,hút,O,I-dv
2149,mùi,O,E-dv
2149,với,O,O
2150,mở,O,B-cm
2150,vòi,O,B-dv
2150,hoa,O,I-dv
2150,sen,O,E-dv
2150,ở,O,B-loc
2150,phòng,O,I-loc
2150,tắm,O,E-loc
2150,lên,O,O
2151,đóng,O,B-cm
2151,giúp,O,O
2151,tôi,O,O
2151,van,O,B-dv
2151,nước,O,E-dv
2151,ở,O,O
2151,phòng,O,B-loc
2151,tắm,O,I-loc
2151,xông,O,I-loc
2151,hơi,O,E-loc
2152,kiểm,O,B-cm
2152,tra,O,E-cm
2152,hộ,O,O
2152,tôi,O,O
2152,cái,O,O
2152,bóng,O,B-dv
2152,tròn,O,E-dv
2152,với,O,O
2153,em,O,O
2153,ơi,O,O
2153,tối,O,O
2153,quá,O,O
2153,không,O,O
2153,nhìn,O,O
2153,thấy,O,O
2153,gì,O,O
2153,cả,O,O
2153,tăng,O,B-cm
2153,giúp,O,O
2153,anh,O,O
2153,cái,O,O
2153,đèn,O,B-dv
2153,bàn,O,E-dv
2153,lên,O,O
2153,với,O,O
2154,bạn,O,O
2154,"ơi,",O,O
2154,bật,O,B-cm
2154,giúp,O,O
2154,mình,O,O
2154,cái,O,O
2154,camera,O,B-dv
2154,đi,O,O
2155,em,O,O
2155,ơi,O,O
2155,lát,O,O
2155,mở,O,B-cm
2155,cho,O,O
2155,anh,O,O
2155,cái,O,O
2155,mành,O,B-dv
2155,ở,O,O
2155,phòng,O,B-loc
2155,họp,O,E-loc
2156,kiểm,O,B-cm
2156,tra,O,E-cm
2156,giúp,O,O
2156,mình,O,O
2156,cái,O,O
2156,tình,O,O
2156,trạng,O,O
2156,của,O,O
2156,đèn,O,B-dv
2156,sợi,O,I-dv
2156,đốt,O,E-dv
2156,với,O,O
2157,bạn,O,O
2157,ơi,O,O
2157,mở,O,B-cm
2157,giúp,O,O
2157,mình,O,O
2157,cái,O,O
2157,màn,O,B-dv
2157,cuốn,O,E-dv
2157,với,O,O
2158,mở,O,B-cm
2158,giúp,O,O
2158,mình,O,O
2158,cái,O,O
2158,mành,O,B-dv
2158,cuốn,O,E-dv
2158,ở,O,O
2158,tầng,O,B-loc
2158,thượng,O,E-loc
2158,với,O,O
2159,em,O,O
2159,ơi,O,O
2159,mở,O,B-cm
2159,giúp,O,O
2159,anh,O,O
2159,cái,O,O
2159,màn,O,B-dv
2159,cửa,O,E-dv
2160,em,O,O
2160,ơi,O,O
2160,mở,O,B-cm
2160,cho,O,O
2160,chị,O,O
2160,cái,O,O
2160,mành,O,B-dv
2160,cuốn,O,E-dv
2160,ở,O,O
2160,tầng,O,B-loc
2160,thượng,O,E-loc
2160,với,O,O
2161,mở,O,B-cm
2161,cho,O,O
2161,anh,O,O
2161,cái,O,O
2161,điều,O,B-dv
2161,hòa,O,I-dv
2161,số,O,I-dv
2161,11,O,E-dv
2161,"nhá,",O,O
2161,ở,O,O
2161,chỗ,O,O
2161,phòng,O,B-loc
2161,đợi,O,E-loc
2161,ấy,O,O
2162,tăng,O,B-cm
2162,giúp,O,O
2162,mình,O,O
2162,cái,O,O
2162,đèn,O,B-dv
2162,huỳnh,O,I-dv
2162,quang,O,E-dv
2162,lên,O,O
2162,mức,O,O
2162,96%,O,B-tn
2162,nhé,O,O
2163,đóng,O,B-cm
2163,giúp,O,O
2163,mình,O,O
2163,cái,O,O
2163,van,O,B-dv
2163,nước,O,E-dv
2164,em,O,O
2164,giai,O,O
2164,kiểm,O,B-cm
2164,tra,O,E-cm
2164,hộ,O,O
2164,anh,O,O
2164,cái,O,O
2164,bóng,O,B-dv
2164,sân,O,E-dv
2164,với,O,O
2165,còn,O,O
2165,cái,O,O
2165,đèn,O,B-dv
2165,hắt,O,I-dv
2165,trần,O,E-dv
2165,dưới,O,O
2165,hầm,O,B-loc
2165,rượu,O,E-loc
2165,tắt,O,B-cm
2165,đi,O,O
2165,cho,O,O
2165,anh,O,O
2165,nhé,O,O
2166,lạnh,O,O
2166,"quá,",O,O
2166,tăng,O,B-cm
2166,hộ,O,O
2166,mình,O,O
2166,cái,O,O
2166,lò,O,B-dv
2166,sưởi,O,E-dv
2166,với,O,O
2167,vào,O,O
2167,lúc,O,O
2167,13,O,B-ta
2167,giờ,O,I-ta
2167,59,O,I-ta
2167,phút,O,E-ta
2167,tắt,O,B-cm
2167,cho,O,O
2167,anh,O,O
2167,cái,O,O
2167,đèn,O,B-dv
2167,làm,O,I-dv
2167,việc,O,E-dv
2167,nhé,O,O
2168,em,O,O
2168,tắt,O,B-cm
2168,hộ,O,O
2168,anh,O,O
2168,cái,O,O
2168,máy,O,B-dv
2168,in,O,E-dv
2168,ở,O,O
2168,phòng,O,B-loc
2168,sách,O,I-loc
2168,số,O,I-loc
2168,8,O,E-loc
2168,với,O,O
2169,trời,O,O
2169,sáng,O,O
2169,"rồi,",O,O
2169,hãy,O,O
2169,tắt,O,B-cm
2169,cho,O,O
2169,tôi,O,O
2169,cái,O,O
2169,bóng,O,B-dv
2169,tuýp,O,E-dv
2170,em,O,O
2170,ơi,O,O
2170,kiểm,O,B-cm
2170,tra,O,E-cm
2170,cho,O,O
2170,anh,O,O
2170,cái,O,O
2170,đồng,O,B-dv
2170,hồ,O,E-dv
2171,em,O,O
2171,"ơi,",O,O
2171,giảm,O,B-cm
2171,bóng,O,B-dv
2171,ở,O,O
2171,phòng,O,B-loc
2171,thờ,O,E-loc
2171,xuống,O,O
2171,77%,O,B-tn
2172,tăng,O,B-cm
2172,bóng,O,B-dv
2172,compact,O,E-dv
2172,lên,O,O
2172,em,O,O
2173,ê,O,O
2173,kiểm,O,B-cm
2173,tra,O,E-cm
2173,giùm,O,O
2173,mình,O,O
2173,cái,O,O
2173,bóng,O,B-dv
2173,tròn,O,E-dv
2173,lúc,O,O
2173,11,O,B-ta
2173,giờ,O,I-ta
2173,15,O,I-ta
2173,phút,O,E-ta
2173,nhá,O,O
2174,em,O,O
2174,ơi,O,O
2174,kiểm,O,B-cm
2174,tra,O,E-cm
2174,cho,O,O
2174,anh,O,O
2174,cái,O,O
2174,bóng,O,B-dv
2174,sân,O,E-dv
2174,nhá,O,O
2175,em,O,O
2175,ơi,O,O
2175,giảm,O,B-cm
2175,giúp,O,O
2175,anh,O,O
2175,cái,O,O
2175,bóng,O,B-dv
2175,sưởi,O,E-dv
2175,xuống,O,O
2175,76%,O,B-tn
2175,với,O,O
2176,ai,O,O
2176,đó,O,O
2176,bật,O,B-cm
2176,giúp,O,O
2176,tớ,O,O
2176,cái,O,O
2176,đèn,O,B-dv
2176,cây,O,E-dv
2176,với,O,O
2177,tí,O,O
2177,nữa,O,O
2177,lúc,O,O
2177,15,O,B-ta
2177,giờ,O,I-ta
2177,16,O,I-ta
2177,phút,O,E-ta
2177,kiểm,O,B-cm
2177,tra,O,E-cm
2177,cho,O,O
2177,anh,O,O
2177,cái,O,O
2177,đèn,O,B-dv
2177,bàn,O,E-dv
2177,nhá,O,O
2178,có,O,O
2178,vẻ,O,O
2178,vẫn,O,O
2178,hơi,O,O
2178,tối,O,O
2178,nhỉ,O,O
2178,tăng,O,B-cm
2178,cho,O,O
2178,anh,O,O
2178,cái,O,O
2178,đèn,O,B-dv
2178,hắt,O,E-dv
2178,lên,O,O
2178,8%,O,B-tn
2178,với,O,O
2179,mở,O,B-cm
2179,máy,O,B-dv
2179,sưởi,O,E-dv
2179,ở,O,O
2179,nhà,O,B-loc
2179,tắm,O,E-loc
2180,bạn,O,O
2180,ơi,O,O
2180,tăng,O,B-cm
2180,giúp,O,O
2180,mình,O,O
2180,cái,O,O
2180,đèn,O,B-dv
2180,cây,O,E-dv
2180,thêm,O,O
2180,12%,O,B-cv
2180,nhớ,O,O
2181,em,O,O
2181,ơi,O,O
2181,tăng,O,B-cm
2181,giúp,O,O
2181,anh,O,O
2181,cái,O,O
2181,đèn,O,B-dv
2181,làm,O,I-dv
2181,việc,O,E-dv
2181,trong,O,O
2181,phòng,O,B-loc
2181,học,O,E-loc
2181,với,O,O
2182,bạn,O,O
2182,ơi,O,O
2182,bật,O,B-cm
2182,hộ,O,O
2182,mình,O,O
2182,cái,O,O
2182,bóng,O,B-dv
2182,treo,O,I-dv
2182,tường,O,E-dv
2182,ở,O,O
2182,cầu,O,B-loc
2182,thang,O,I-loc
2182,của,O,I-loc
2182,quân,O,E-loc
2182,nhé,O,O
2183,em,O,O
2183,ơi,O,O
2183,giảm,O,B-cm
2183,cho,O,O
2183,anh,O,O
2183,cái,O,O
2183,máy,O,B-dv
2183,lạnh,O,E-dv
2183,nhá,O,O
2184,em,O,O
2184,ơi,O,O
2184,giảm,O,B-cm
2184,giúp,O,O
2184,anh,O,O
2184,cái,O,O
2184,vòi,O,B-dv
2184,hoa,O,I-dv
2184,sen,O,E-dv
2184,với,O,O
2185,bạn,O,O
2185,ơi,O,O
2185,bật,O,B-cm
2185,giúp,O,O
2185,mình,O,O
2185,cái,O,O
2185,đèn,O,B-dv
2185,ốp,O,I-dv
2185,tường,O,E-dv
2185,trong,O,O
2185,phòng,O,B-loc
2185,giặt,O,E-loc
2185,với,O,O
2186,em,O,O
2186,ơi,O,O
2186,mở,O,B-cm
2186,cho,O,O
2186,anh,O,O
2186,cái,O,O
2186,van,O,B-dv
2186,tưới,O,E-dv
2186,với,O,O
2187,em,O,O
2187,ơi,O,O
2187,giảm,O,B-cm
2187,giúp,O,O
2187,anh,O,O
2187,cái,O,O
2187,bóng,O,B-dv
2187,trụ,O,I-dv
2187,cổng,O,E-dv
2187,đi,O,O
2187,71%,O,B-cv
2187,nhé,O,O
2188,cái,O,O
2188,máy,O,B-dv
2188,tính,O,I-dv
2188,xách,O,I-dv
2188,tay,O,E-dv
2188,còn,O,O
2188,hoạt,O,O
2188,động,O,O
2188,không,O,O
2188,nhờ,O,O
2188,kiểm,O,B-cm
2188,tra,O,E-cm
2188,cho,O,O
2188,anh,O,O
2188,nhé,O,O
2189,bạn,O,O
2189,ơi,O,O
2189,giảm,O,B-cm
2189,giúp,O,O
2189,mình,O,O
2189,cái,O,O
2189,bóng,O,B-dv
2189,ở,O,O
2189,trong,O,O
2189,vườn,O,B-loc
2189,với,O,O
2190,em,O,O
2190,kiểm,O,B-cm
2190,tra,O,E-cm
2190,hộ,O,O
2190,anh,O,O
2190,cái,O,O
2190,đồng,O,B-dv
2190,hồ,O,E-dv
2190,ở,O,O
2190,phòng,O,B-loc
2190,xem,O,I-loc
2190,phim,O,E-loc
2190,nhé,O,O
2191,tăng,O,B-cm
2191,giúp,O,O
2191,mình,O,O
2191,cái,O,O
2191,đèn,O,B-dv
2191,trụ,O,I-dv
2191,cổng,O,E-dv
2192,em,O,O
2192,ơi,O,O
2192,tắt,O,B-cm
2192,giúp,O,O
2192,anh,O,O
2192,cái,O,O
2192,đèn,O,B-dv
2192,tranh,O,E-dv
2192,với,O,O
2193,em,O,O
2193,"ơi,",O,O
2193,cái,O,O
2193,lò,O,B-dv
2193,nướng,O,E-dv
2193,"ý,",O,O
2193,bật,O,B-cm
2193,cho,O,O
2193,anh,O,O
2193,trong,O,O
2193,vòng,O,O
2193,7,O,B-dr
2193,tiếng,O,I-dr
2193,51,O,I-dr
2193,phút,O,E-dr
2193,nhớ,O,O
2194,mở,O,B-cm
2194,cho,O,O
2194,anh,O,O
2194,cái,O,O
2194,điều,O,B-dv
2194,hòa,O,I-dv
2194,số,O,I-dv
2194,11,O,E-dv
2194,ở,O,O
2194,phòng,O,B-loc
2194,đợi,O,E-loc
2194,nhá,O,O
2195,bật,O,B-cm
2195,bóng,O,B-dv
2195,hắt,O,E-dv
2196,đóng,O,B-cm
2196,giúp,O,O
2196,tôi,O,O
2196,cái,O,O
2196,cửa,O,B-dv
2196,ở,O,O
2196,gần,O,O
2196,cái,O,O
2196,cổng,O,B-loc
2196,cái,O,O
2197,em,O,O
2197,ơi,O,O
2197,kiểm,O,B-cm
2197,tra,O,E-cm
2197,hộ,O,O
2197,anh,O,O
2197,cái,O,O
2197,lò,O,B-dv
2197,nướng,O,E-dv
2198,bạn,O,O
2198,ơi,O,O
2198,kiểm,O,B-cm
2198,tra,O,E-cm
2198,giúp,O,O
2198,mình,O,O
2198,cái,O,O
2198,đồng,O,B-dv
2198,hồ,O,E-dv
2198,ở,O,O
2198,nhà,O,B-loc
2198,tắm,O,E-loc
2198,với,O,O
2199,hỗ,O,O
2199,trợ,O,O
2199,ơi,O,O
2199,tôi,O,O
2199,cần,O,O
2199,tăng,O,B-cm
2199,giúp,O,O
2199,cái,O,O
2199,vòi,O,B-dv
2199,hoa,O,I-dv
2199,sen,O,E-dv
2199,với,O,O
2200,tăng,O,B-cm
2200,giúp,O,O
2200,mình,O,O
2200,cái,O,O
2200,đèn,O,B-dv
2200,chùm,O,E-dv
2200,lên,O,O
2200,62%,O,B-tn
2201,em,O,O
2201,ơi,O,O
2201,lát,O,O
2201,bật,O,B-cm
2201,cho,O,O
2201,anh,O,O
2201,cái,O,O
2201,máy,O,B-dv
2201,fax,O,E-dv
2201,với,O,O
2202,đóng,O,B-cm
2202,hộ,O,O
2202,chị,O,O
2202,cái,O,O
2202,cửa,O,B-dv
2202,cuốn,O,E-dv
2202,ở,O,O
2202,phòng,O,B-loc
2202,khách,O,E-loc
2202,với,O,O
2203,em,O,O
2203,ơi,O,O
2203,tăng,O,B-cm
2203,cho,O,O
2203,anh,O,O
2203,cái,O,O
2203,bình,O,B-dv
2203,nóng,O,I-dv
2203,lạnh,O,E-dv
2203,lên,O,O
2203,64,O,B-tn
2203,độ,O,I-tn
2203,c,O,E-tn
2203,lúc,O,O
2203,0,O,B-ta
2203,giờ,O,I-ta
2203,10,O,I-ta
2203,phút,O,E-ta
2203,nhá,O,O
2204,bạn,O,O
2204,ơi,O,O
2204,tăng,O,B-cm
2204,cho,O,O
2204,mình,O,O
2204,cái,O,O
2204,bóng,O,B-dv
2204,làm,O,I-dv
2204,việc,O,E-dv
2204,lên,O,O
2204,với,O,O
2205,em,O,O
2205,ơi,O,O
2205,mở,O,B-cm
2205,hộ,O,O
2205,anh,O,O
2205,cái,O,O
2205,loa,O,B-dv
2205,với,O,O
2206,em,O,O
2206,kiểm,O,B-cm
2206,tra,O,E-cm
2206,hộ,O,O
2206,anh,O,O
2206,cái,O,O
2206,đèn,O,B-dv
2206,ốp,O,I-dv
2206,trần,O,E-dv
2206,ở,O,O
2206,hiên,O,B-loc
2206,trước,O,E-loc
2206,với,O,O
2207,bạn,O,O
2207,ơi,O,O
2207,tăng,O,B-cm
2207,cho,O,O
2207,tôi,O,O
2207,độ,O,O
2207,sáng,O,O
2207,cái,O,O
2207,đèn,O,B-dv
2207,compact,O,E-dv
2207,lên,O,O
2207,15%,O,B-tn
2207,đi,O,O
2207,nhớ,O,O
2208,tăng,O,B-cm
2208,đèn,O,B-dv
2208,hắt,O,I-dv
2208,tường,O,E-dv
2208,51%,O,B-cv
2209,em,O,O
2209,ơi,O,O
2209,kiểm,O,B-cm
2209,tra,O,E-cm
2209,cho,O,O
2209,anh,O,O
2209,cái,O,O
2209,bóng,O,B-dv
2209,âm,O,I-dv
2209,trần,O,E-dv
2209,"với,",O,O
2209,sao,O,O
2209,nó,O,O
2209,cứ,O,O
2209,bị,O,O
2209,tối,O,O
2209,tối,O,O
2209,ấy,O,O
2209,nhỉ,O,O
2210,cái,O,O
2210,đèn,O,B-dv
2210,tường,O,E-dv
2210,có,O,O
2210,vấn,O,O
2210,đề,O,O
2210,gì,O,O
2210,ấy,O,O
2210,nhỉ,O,O
2210,kiểm,O,B-cm
2210,tra,O,E-cm
2210,giúp,O,O
2210,anh,O,O
2210,với,O,O
2211,bật,O,B-cm
2211,cho,O,O
2211,anh,O,O
2211,cái,O,O
2211,tủ,O,B-dv
2211,lạnh,O,E-dv
2211,nhé,O,O
2212,em,O,O
2212,ơi,O,O
2212,tối,O,O
2212,quá,O,O
2212,anh,O,O
2212,không,O,O
2212,nhìn,O,O
2212,thấy,O,O
2212,gì,O,O
2212,đâu,O,O
2212,tăng,O,B-cm
2212,giúp,O,O
2212,anh,O,O
2212,cái,O,O
2212,đèn,O,B-dv
2212,bàn,O,E-dv
2212,lên,O,O
2212,với,O,O
2213,em,O,O
2213,ơi,O,O
2213,mở,O,B-cm
2213,cho,O,O
2213,anh,O,O
2213,cái,O,O
2213,quạt,O,B-dv
2213,hút,O,I-dv
2213,mùi,O,E-dv
2214,em,O,O
2214,ơi,O,O
2214,đóng,O,B-cm
2214,cho,O,O
2214,anh,O,O
2214,cái,O,O
2214,lò,O,B-dv
2214,nướng,O,E-dv
2215,tắt,O,B-cm
2215,đèn,O,B-dv
2215,tranh,O,E-dv
2215,ở,O,O
2215,tiền,O,B-loc
2215,sảnh,O,E-loc
2215,trong,O,O
2215,1,O,B-dr
2215,tiếng,O,I-dr
2215,41,O,I-dr
2215,phút,O,E-dr
2216,em,O,O
2216,ơi,O,O
2216,bật,O,B-cm
2216,giúp,O,O
2216,chị,O,O
2216,cái,O,O
2216,đèn,O,B-dv
2216,ốp,O,I-dv
2216,tường,O,E-dv
2216,với,O,O
2217,em,O,O
2217,ơi,O,O
2217,tí,O,O
2217,nữa,O,O
2217,đóng,O,B-cm
2217,hộ,O,O
2217,anh,O,O
2217,cái,O,O
2217,van,O,B-dv
2217,tưới,O,E-dv
2217,nhá,O,O
2218,lạnh,O,O
2218,quá,O,O
2218,bật,O,B-cm
2218,cho,O,O
2218,anh,O,O
2218,cái,O,O
2218,máy,O,B-dv
2218,sưởi,O,E-dv
2218,ở,O,O
2218,dưới,O,O
2218,nhà,O,B-loc
2218,tắm,O,E-loc
2218,với,O,O
2218,em,O,O
2218,ơi,O,O
2219,em,O,O
2219,ơi,O,O
2219,đóng,O,B-cm
2219,cho,O,O
2219,anh,O,O
2219,cái,O,O
2219,cửa,O,B-dv
2219,ở,O,O
2219,cổng,O,B-loc
2219,chính,O,E-loc
2219,với,O,O
2220,bạn,O,O
2220,bật,O,B-cm
2220,hộ,O,O
2220,mình,O,O
2220,cái,O,O
2220,điện,O,B-dv
2220,ở,O,O
2220,sân,O,B-loc
2220,trước,O,E-loc
2220,với,O,O
2221,em,O,O
2221,ơi,O,O
2221,tắt,O,B-cm
2221,giúp,O,O
2221,chị,O,O
2221,cái,O,O
2221,máy,O,B-dv
2221,in,O,E-dv
2221,ở,O,O
2221,phòng,O,B-loc
2221,sách,O,I-loc
2221,số,O,I-loc
2221,8,O,E-loc
2221,với,O,O
2222,kiểm,O,B-cm
2222,tra,O,E-cm
2222,đèn,O,B-dv
2222,tường,O,E-dv
2223,em,O,O
2223,ơi,O,O
2223,mở,O,B-cm
2223,giúp,O,O
2223,anh,O,O
2223,máy,O,B-dv
2223,giặt,O,E-dv
2223,cho,O,O
2223,anh,O,O
2223,giặt,O,O
2223,đồ,O,O
2223,với,O,O
2224,anh,O,O
2224,ơi,O,O
2224,đóng,O,B-cm
2224,giúp,O,O
2224,em,O,O
2224,cái,O,O
2224,lò,O,B-dv
2224,vi,O,I-dv
2224,sóng,O,E-dv
2224,trong,O,O
2224,phòng,O,B-loc
2224,bếp,O,E-loc
2225,em,O,O
2225,"ơi,",O,O
2225,tăng,O,B-cm
2225,hộ,O,O
2225,anh,O,O
2225,cái,O,O
2225,bóng,O,B-dv
2225,làm,O,I-dv
2225,việc,O,E-dv
2225,với,O,O
2226,em,O,O
2226,ơi,O,O
2226,mở,O,B-cm
2226,cửa,O,B-dv
2226,cho,O,O
2226,anh,O,O
2227,em,O,O
2227,ơi,O,O
2227,giảm,O,B-cm
2227,cho,O,O
2227,chị,O,O
2227,cái,O,O
2227,đèn,O,B-dv
2227,rủ,O,E-dv
2227,ở,O,O
2227,sân,O,B-loc
2227,thượng,O,E-loc
2227,với,O,O
2228,em,O,O
2228,ơi,O,O
2228,tắt,O,B-cm
2228,điện,O,B-dv
2228,cho,O,O
2228,em,O,O
2228,với,O,O
2230,em,O,O
2230,ơi,O,O
2230,giảm,O,B-cm
2230,cho,O,O
2230,anh,O,O
2230,cái,O,O
2230,bóng,O,B-dv
2230,chùm,O,E-dv
2230,xuống,O,O
2230,85%,O,B-tn
2230,với,O,O
2231,bạn,O,O
2231,ơi,O,O
2231,kiểm,O,B-cm
2231,tra,O,E-cm
2231,giúp,O,O
2231,mình,O,O
2231,cái,O,O
2231,lò,O,B-dv
2231,nướng,O,E-dv
2231,còn,O,O
2231,hoạt,O,O
2231,động,O,O
2231,không,O,O
2231,ấy,O,O
2231,nhở,O,O
2232,kiểm,O,B-cm
2232,tra,O,E-cm
2232,cái,O,O
2232,lò,O,B-dv
2232,nướng,O,E-dv
2232,cho,O,O
2232,tôi,O,O
2232,xem,O,O
2232,nó,O,O
2232,thế,O,O
2232,nào,O,O
2233,đóng,O,B-cm
2233,lò,O,B-dv
2233,sưởi,O,E-dv
2233,ở,O,O
2233,đại,O,B-loc
2233,sảnh,O,I-loc
2233,bên,O,I-loc
2233,phải,O,E-loc
2234,bật,O,B-cm
2234,bóng,O,B-dv
2234,tròn,O,E-dv
2234,ở,O,O
2234,tiền,O,B-loc
2234,sảnh,O,E-loc
2235,"này,",O,O
2235,bạn,O,O
2235,tắt,O,B-cm
2235,giúp,O,O
2235,mình,O,O
2235,cái,O,O
2235,bóng,O,B-dv
2235,âm,O,I-dv
2235,trần,O,E-dv
2235,ở,O,O
2235,ngoài,O,O
2235,hiên,O,B-loc
2235,trước,O,E-loc
2235,nhớ,O,O
2236,em,O,O
2236,ơi,O,O
2236,bật,O,B-cm
2236,giúp,O,O
2236,anh,O,O
2236,cái,O,O
2236,bóng,O,B-dv
2236,đứng,O,E-dv
2236,với,O,O
2237,em,O,O
2237,ơi,O,O
2237,tắt,O,B-cm
2237,cho,O,O
2237,anh,O,O
2237,cái,O,O
2237,bóng,O,B-dv
2237,huỳnh,O,I-dv
2237,quang,O,E-dv
2237,nhá,O,O
2238,em,O,O
2238,ơi,O,O
2238,giảm,O,B-cm
2238,cho,O,O
2238,anh,O,O
2238,cái,O,O
2238,đèn,O,B-dv
2238,bếp,O,E-dv
2238,xuống,O,O
2238,38%,O,B-tn
2238,vào,O,O
2238,lúc,O,O
2238,1,O,B-ta
2238,giờ,O,I-ta
2238,51,O,I-ta
2238,phút,O,E-ta
2238,nhá,O,O
2239,em,O,O
2239,ơi,O,O
2239,kiểm,O,B-cm
2239,tra,O,E-cm
2239,hộ,O,O
2239,chị,O,O
2239,cái,O,O
2239,đèn,O,B-dv
2239,cổng,O,E-dv
2239,với,O,O
2240,đóng,O,B-cm
2240,giúp,O,O
2240,tôi,O,O
2240,cái,O,O
2240,lò,O,B-dv
2240,vi,O,I-dv
2240,sóng,O,E-dv
2240,với,O,O
2241,bạn,O,O
2241,ơi,O,O
2241,tăng,O,B-cm
2241,giúp,O,O
2241,mình,O,O
2241,cái,O,O
2241,đèn,O,B-dv
2241,cây,O,E-dv
2241,với,O,O
2242,em,O,O
2242,ơi,O,O
2242,bật,O,B-cm
2242,giúp,O,O
2242,anh,O,O
2242,cái,O,O
2242,tủ,O,B-dv
2242,lạnh,O,E-dv
2242,ở,O,O
2242,dưới,O,O
2242,tầng,O,B-loc
2242,hầm,O,E-loc
2242,lên,O,O
2242,với,O,O
2243,hãy,O,O
2243,bật,O,B-cm
2243,giúp,O,O
2243,tôi,O,O
2243,cái,O,O
2243,tủ,O,B-dv
2243,lạnh,O,E-dv
2243,ở,O,O
2243,dưới,O,O
2243,tầng,O,B-loc
2243,hầm,O,E-loc
